Scer_chrI	230218	9456	20024	45631	65653	20023	1	20023	20020	0.0	36971	100.00	20022	100.00	20022	1	0	0	1	1
Scer_chrI	230218	9394	17973	108737	126709	17973	1	17973	17973	0.0	33190	100.00	17973	100.00	17973	0	0	0	1	1
Scer_chrI	230218	9378	17606	75010	92615	1	17606	17606	17606	0.0	32513	100.00	17606	100.00	17606	0	0	0	1	1
Scer_chrI	230218	9042	11122	128093	139214	1	11122	11122	11122	0.0	20539	100.00	11122	100.00	11122	0	0	0	1	1
Scer_chrI	230218	8822	8675	92586	101260	8675	1	8675	8675	0.0	16020	100.00	8675	100.00	8675	0	0	0	1	1
Scer_chrI	230218	8718	7580	27553	35128	1	7576	7576	7576	0.0	13991	100.00	7576	100.00	7576	0	0	0	1	1
Scer_chrI	230218	8718	7580	203448	203818	371	1	373	266	2e-136	492	90.62	338	90.62	338	31	4	4	1	1
Scer_chrI	230218	8698	7468	101298	108765	1	7468	7468	7468	0.0	13791	100.00	7468	100.00	7468	0	0	0	1	1
Scer_chrI	230218	8688	7365	192552	199916	1	7365	7365	7362	0.0	13596	99.99	7364	99.99	7364	1	0	0	1	1
Scer_chrI	230218	8684	7332	144788	152119	7332	1	7332	7332	0.0	13540	100.00	7332	100.00	7332	0	0	0	1	1
Scer_chrI	230218	8646	6990	35116	42105	1	6990	6990	6990	0.0	12909	100.00	6990	100.00	6990	0	0	0	1	1
Scer_chrI	230218	8456	5771	166278	172048	5771	1	5771	5771	0.0	10658	100.00	5771	100.00	5771	0	0	0	1	1
Scer_chrI	230218	8408	5450	154848	160297	5450	1	5450	5450	0.0	10065	100.00	5450	100.00	5450	0	0	0	1	1
Scer_chrI	230218	8408	5450	165826	165885	60	1	60	60	6e-22	111	100.00	60	100.00	60	0	0	0	1	1
Scer_chrI	230218	8408	5450	183415	183474	1	60	60	51	6e-17	95.3	95.00	57	95.00	57	3	0	0	1	1
Scer_chrI	230218	8348	5098	6737	11806	29	5098	5070	5070	0.0	9363	100.00	5070	100.00	5070	0	0	0	1	1
Scer_chrI	230218	8348	5098	24007	24238	4867	5098	233	139	7e-66	257	86.70	202	86.70	202	29	2	2	1	1
Scer_chrI	230218	8348	5098	207778	208009	5098	4867	233	133	1e-62	246	85.84	200	85.84	200	31	2	2	1	1
Scer_chrI	230218	8280	4792	171993	176784	1	4792	4792	4792	0.0	8850	100.00	4792	100.00	4792	0	0	0	1	1
Scer_chrI	230218	8280	4792	1805	1936	4661	4792	132	90	1e-38	167	89.39	118	89.39	118	14	0	0	1	1
Scer_chrI	230218	8182	4259	177002	181260	1	4259	4259	4259	0.0	7866	100.00	4259	100.00	4259	0	0	0	1	1
